business_name,category,subcategory,address,city,phone,website,rating,num_reviews,description,source_url
Angela Performing Arts Canada,Education & Childcare,,"2800 JOHN STREET, Unit 25",Markham,(647) 989-0501,,,,,https://www.gtasearch.com/biz/angela-performing-arts-canada-markham
Angus Glen Montessori,Education & Childcare,Daycares,10000 KENNEDY ROAD,Markham,(905) 534-5200,,,,,https://www.gtasearch.com/biz/angus-glen-montessori-markham
Apollo School Of Art,Education & Childcare,,526 HOOD ROAD,Markham,(647) 937-4858,,,,,https://www.gtasearch.com/biz/apollo-school-of-art-markham
Apple Blossoms Center,Education & Childcare,Daycares,"50 BUR OAK AVENUE, Unit 1-3",Markham,(905) 888-0900,,,,,https://www.gtasearch.com/biz/apple-blossoms-center-markham
Armadale Public School,Education & Childcare,,11 COPPARD AVENUE,Markham,(905) 472-4050,,,,,https://www.gtasearch.com/biz/armadale-public-school-markham
Artistry,Education & Childcare,,"8339 KENNEDY ROAD, Unit 2218",Markham,(905) 995-1688,,,,,https://www.gtasearch.com/biz/artistry-markham
Artlicious,Education & Childcare,,"7181 YONGE STREET, Unit 58,59",Markham,(905) 597-2787,,,,,https://www.gtasearch.com/biz/artlicious-markham
Artsky,Education & Childcare,,"7170 WARDEN AVENUE, Unit 22-23",Markham,(647) 628-1016,,,,,https://www.gtasearch.com/biz/artsky-markham
Artsky,Education & Childcare,,"1 RAYMERVILLE DRIVE, Unit 1",Markham,(416) 551-2966,,,,,https://www.gtasearch.com/biz/artsky-markham-2
Ashton Meadows Child Care,Education & Childcare,Daycares,230 CALVERT ROAD,Markham,(905) 887-2539,,,,,https://www.gtasearch.com/biz/ashton-meadows-child-care-markham
Ashton Meadows Public School,Education & Childcare,,230 CALVERT ROAD,Markham,(905) 887-2656,,,,,https://www.gtasearch.com/biz/ashton-meadows-public-school-markham
Aspiration Academy,Education & Childcare,Daycares,"60 RIVIERA DRIVE, Unit 4-8",Markham,(905) 752-0988,,,,,https://www.gtasearch.com/biz/aspiration-academy-markham
Athena Education,Education & Childcare,,"3601 HIGHWAY 7, Unit 804",Markham,(905) 604-4088,,,,,https://www.gtasearch.com/biz/athena-education-markham
Attitudes Master Class,Education & Childcare,,"105 RIVIERA DRIVE, Unit 10",Markham,(905) 415-1104,,,,,https://www.gtasearch.com/biz/attitudes-master-class-markham
Awesome Production & Learning Studio,Education & Childcare,,"7725 BIRCHMOUNT ROAD, Unit 8,10",Markham,(647) 933-3358,,,,,https://www.gtasearch.com/biz/awesome-production-learning-studio-markham
Baythorn Childcare,Education & Childcare,Daycares,201 BAY THORN DRIVE,Markham,(905) 889-7436,,,,,https://www.gtasearch.com/biz/baythorn-childcare-markham
Baythorn Public School,Education & Childcare,,201 BAY THORN DRIVE,Markham,(905) 889-7992,,,,,https://www.gtasearch.com/biz/baythorn-public-school-markham
Bayview Fairways Public School,Education & Childcare,,225 BAYVIEW FAIRWAYS DRIVE,Markham,(905) 889-1858,,,,,https://www.gtasearch.com/biz/bayview-fairways-public-school-markham
Bayview Glen Public School,Education & Childcare,,42 LIMCOMBE DRIVE,Markham,(905) 889-2448,,,,,https://www.gtasearch.com/biz/bayview-glen-public-school-markham
Beckenridge Discovery Preschool,Education & Childcare,Daycares,4813 14TH AVENUE,Markham,(905) 944-9200,,,,,https://www.gtasearch.com/biz/beckenridge-discovery-preschool-markham
Beckett Farm Public School,Education & Childcare,,78 BECKETT AVENUE,Markham,(289) 746-3276,,,,,https://www.gtasearch.com/biz/beckett-farm-public-school-markham
Belief Learning Centre,Education & Childcare,Tutoring Centres,"8787 WOODBINE AVENUE, Unit 230",Markham,(416) 700-3388,,,,,https://www.gtasearch.com/biz/belief-learning-centre-markham
Beware Wet Paint - Progressive Art School,Education & Childcare,,"505 HOOD ROAD, Unit 16",Markham,(416) 291-7770,,,,,https://www.gtasearch.com/biz/beware-wet-paint-progressive-art-school-markham
Beyond Academic Education Centre,Education & Childcare,,"8901 WOODBINE AVENUE, Unit 200",Markham,(647) 938-1218,,,,,https://www.gtasearch.com/biz/beyond-academic-education-centre-markham
Bill Crothers Secondary School,Education & Childcare,,44 MAIN UNIONVILLE STREET NORT,Markham,(905) 477-8503,,,,,https://www.gtasearch.com/biz/bill-crothers-secondary-school-markham
Black Walnut Public School,Education & Childcare,,30 JOHN ALLAN CAMERON STREET,Markham,(905) 471-1119,,,,,https://www.gtasearch.com/biz/black-walnut-public-school-markham
Blank-Canvas Art School,Education & Childcare,,"280 YORKTECH DRIVE, Unit 15",Markham,(416) 917-5880,,,,,https://www.gtasearch.com/biz/blank-canvas-art-school-markham
Blessed John Xxiii Child Care,Education & Childcare,Daycares,125 KRIEGHOFF AVENUE,Markham,(905) 477-3883,,,,,https://www.gtasearch.com/biz/blessed-john-xxiii-child-care-markham
Blue Penguin Arts,Education & Childcare,,"8339 KENNEDY ROAD, Unit 2612",Markham,(416) 460-1933,,,,,https://www.gtasearch.com/biz/blue-penguin-arts-markham
Blyth Academy Thornhill,Education & Childcare,,"300 JOHN STREET, Unit 276",Markham,(905) 889-8081,,,,,https://www.gtasearch.com/biz/blyth-academy-thornhill-markham
Boxwood Public School,Education & Childcare,,30 BOXWOOD CRESCENT,Markham,(905) 294-5563,,,,,https://www.gtasearch.com/biz/boxwood-public-school-markham
Brainchild Education Center,Education & Childcare,,"4997 HIGHWAY 7, Unit 201",Markham,(905) 475-8340,,,,,https://www.gtasearch.com/biz/brainchild-education-center-markham
Brainonbrain,Education & Childcare,,"159 MAIN UNIONVILLE STREET, Unit 1",Markham,(647) 923-9298,,,,,https://www.gtasearch.com/biz/brainonbrain-markham
Bravo Education Centre,Education & Childcare,,74 CATHEDRAL HIGH STREET,Markham,(416) 356-7285,,,,,https://www.gtasearch.com/biz/bravo-education-centre-markham
Bright Horizons Family Solutions,Education & Childcare,Daycares,8250 WARDEN AVENUE,Markham,(905) 477-9339,,,,,https://www.gtasearch.com/biz/bright-horizons-family-solutions-markham
Brightminds Online School,Education & Childcare,,"4681 HIGHWAY 7, Unit 2",Markham,(647) 931-9070,,,,,https://www.gtasearch.com/biz/brightminds-online-school-markham
Brimley-Steeles Montessori School,Education & Childcare,Daycares,5000 STEELES AVENUE E,Markham,(647) 996-9619,,,,,https://www.gtasearch.com/biz/brimley-steeles-montessori-school-markham
Brooklyn College,Education & Childcare,,"1 RAYMERVILLE DRIVE, Unit 1A",Markham,(416) 800-5002,,,,,https://www.gtasearch.com/biz/brooklyn-college-markham
Building Blocks Learning Centre,Education & Childcare,Daycares,8931 WOODBINE AVENUE,Markham,(905) 475-8739,,,,,https://www.gtasearch.com/biz/building-blocks-learning-centre-markham
Bur Oak Secondary School,Education & Childcare,,933 BUR OAK AVENUE,Markham,(905) 202-1234,,,,,https://www.gtasearch.com/biz/bur-oak-secondary-school-markham
Buttonville Childcare,Education & Childcare,Daycares,141 JOHN BUTTON BOULEVARD,Markham,(905) 946-1216,,,,,https://www.gtasearch.com/biz/buttonville-childcare-markham
#1 Chinese School,Education & Childcare,,212 HILLSVIEW DRIVE,Richmond Hill,(647) 998-0928,,,,,https://www.gtasearch.com/biz/1-chinese-school-richmond-hill
88 Keys Discovery Centre,Education & Childcare,,"70 EAST BEAVER CREEK ROAD, Unit 25",Richmond Hill,(905) 881-2893,,,,,https://www.gtasearch.com/biz/88-keys-discovery-centre-richmond-hill
A.art Studio And Gallery,Education & Childcare,,"11121 YONGE STREET, Unit 314",Richmond Hill,(647) 567-5325,,,,,https://www.gtasearch.com/biz/a-art-studio-and-gallery-richmond-hill
Academie De La Moraine,Education & Childcare,,13200 YONGE STREET,Richmond Hill,(905) 773-7616,,,,,https://www.gtasearch.com/biz/academie-de-la-moraine-richmond-hill
Academy For Gifted Children - P.a.c.e.,Education & Childcare,,12 BOND CRESCENT,Richmond Hill,(905) 773-0997,,,,,https://www.gtasearch.com/biz/academy-for-gifted-children-p-a-c-e-richmond-hill
Academy For Mathematics & English,Education & Childcare,,"9350 YONGE STREET, Unit 209",Richmond Hill,(905) 884-5009,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-english-richmond-hill
Academy For Mathematics & English,Education & Childcare,,"9019 BAYVIEW AVENUE, Unit 19A",Richmond Hill,(905) 882-2213,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-english-richmond-hill-2
Academy For Mathematics & English,Education & Childcare,,"110 WEST BEAVER CREEK ROAD, Unit 1",Richmond Hill,(905) 731-0404,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-english-richmond-hill-3
Academy For Mathematics & English,Education & Childcare,,"126 TOWER HILL ROAD, Unit 7",Richmond Hill,(905) 737-0988,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-english-richmond-hill-4
Active Kidz,Education & Childcare,Daycares,9206 YONGE STREET,Richmond Hill,(905) 764-8787,,,,,https://www.gtasearch.com/biz/active-kidz-richmond-hill
Adrienne Clarkson Public School,Education & Childcare,,68 QUEENS COLLEGE DRIVE,Richmond Hill,(905) 709-3554,,,,,https://www.gtasearch.com/biz/adrienne-clarkson-public-school-richmond-hill
Advanced Academy,Education & Childcare,,10111 YONGE STREET,Richmond Hill,(905) 737-8282,,,,,https://www.gtasearch.com/biz/advanced-academy-richmond-hill
Agape Charis Learning Centre,Education & Childcare,Tutoring Centres,"40 VOGELL ROAD, Unit 29",Richmond Hill,(905) 918-9960,,,,,https://www.gtasearch.com/biz/agape-charis-learning-centre-richmond-hill
Alathena International Academy - Elgin Mills Campus,Education & Childcare,,"10720 YONGE STREET, Unit 225",Richmond Hill,(905) 237-8328,,,,,https://www.gtasearch.com/biz/alathena-international-academy-elgin-mills-campus-richmond-hill
Alathena International Academy Richmond Hill Campus,Education & Childcare,,"650 HIGHWAY 7, Unit 201",Richmond Hill,(905) 763-8788,,,,,https://www.gtasearch.com/biz/alathena-international-academy-richmond-hill-campus-richmond-hill
Albeniz Music,Education & Childcare,Music Lessons,"10271 YONGE STREET, Unit 201",Richmond Hill,(416) 939-4332,,,,,https://www.gtasearch.com/biz/albeniz-music-richmond-hill
Alexander Mackenzie High School,Education & Childcare,,300 MAJOR MACKENZIE DRIVE WEST,Richmond Hill,(905) 884-0554,,,,,https://www.gtasearch.com/biz/alexander-mackenzie-high-school-richmond-hill
All In One Learning Centre,Education & Childcare,Tutoring Centres,11960 YONGE STREET,Richmond Hill,(416) 895-1813,,,,,https://www.gtasearch.com/biz/all-in-one-learning-centre-richmond-hill
All Star Driving School,Education & Childcare,Driving Schools,"10255 YONGE STREET, Unit 201",Richmond Hill,(905) 883-8500,,,,,https://www.gtasearch.com/biz/all-star-driving-school-richmond-hill
Alpha High School,Education & Childcare,,"10670 YONGE STREET, Unit 203",Richmond Hill,(905) 237-8177,,,,,https://www.gtasearch.com/biz/alpha-high-school-richmond-hill
Amb Driving School,Education & Childcare,Driving Schools,"10720 YONGE STREET, Unit 224",Richmond Hill,(905) 853-0666,,,,,https://www.gtasearch.com/biz/amb-driving-school-richmond-hill
Andras Ballroom Academy,Education & Childcare,,"556 EDWARD AVENUE, Unit 58",Richmond Hill,(647) 707-7197,,,,,https://www.gtasearch.com/biz/andras-ballroom-academy-richmond-hill
Anom Education,Education & Childcare,,"9011 LESLIE STREET, Unit 302",Richmond Hill,(905) 597-2966,,,,,https://www.gtasearch.com/biz/anom-education-richmond-hill
Arc Education Centre,Education & Childcare,,"9011 LESLIE STREET, Unit 206",Richmond Hill,(647) 691-7843,,,,,https://www.gtasearch.com/biz/arc-education-centre-richmond-hill
Arcadia Academy Of Music,Education & Childcare,Music Lessons,"10909 YONGE STREET, Unit 8",Richmond Hill,(905) 883-0844,,,,,https://www.gtasearch.com/biz/arcadia-academy-of-music-richmond-hill
Art N' Smart Academy,Education & Childcare,,"35 WEST PEARCE STREET, Unit 6",Richmond Hill,(905) 597-0898,,,,,https://www.gtasearch.com/biz/art-n-smart-academy-richmond-hill
Art One Academy,Education & Childcare,,"9011 LESLIE STREET, Unit 304-305",Richmond Hill,(905) 762-9393,,,,,https://www.gtasearch.com/biz/art-one-academy-richmond-hill
Art One Academy,Education & Childcare,,"10830 BAYVIEW AVENUE, Unit 202",Richmond Hill,(905) 237-9278,,,,,https://www.gtasearch.com/biz/art-one-academy-richmond-hill-2
Art Series,Education & Childcare,,"270 WEST BEAVER CREEK ROAD, Unit 13",Richmond Hill,(905) 763-2501,,,,,https://www.gtasearch.com/biz/art-series-richmond-hill
Arthaus,Education & Childcare,,"420 HIGHWAY 7, Unit 103",Richmond Hill,(905) 771-1426,,,,,https://www.gtasearch.com/biz/arthaus-richmond-hill
Arthur Murray Dance Studio,Education & Childcare,,"13311 YONGE STREET, Unit 111",Richmond Hill,(905) 773-2555,,,,,https://www.gtasearch.com/biz/arthur-murray-dance-studio-richmond-hill
Artnection,Education & Childcare,,"155 EAST BEAVER CREEK ROAD, Unit 14",Richmond Hill,(647) 989-9902,,,,,https://www.gtasearch.com/biz/artnection-richmond-hill
Artsky Learning Center,Education & Childcare,Tutoring Centres,"80 WEST BEAVER CREEK ROAD, Unit 17",Richmond Hill,(416) 551-2966,,,,,https://www.gtasearch.com/biz/artsky-learning-center-richmond-hill
Artsky Learning Centre,Education & Childcare,Tutoring Centres,"561 EDWARD AVENUE, Unit 1,2",Richmond Hill,(416) 551-2966,,,,,https://www.gtasearch.com/biz/artsky-learning-centre-richmond-hill
Astrum Learning,Education & Childcare,,"27 MAJOR MACKENZIE DRIVE E, Unit 202",Richmond Hill,UNKNOWN,,,,,https://www.gtasearch.com/biz/astrum-learning-richmond-hill
Axiom Driving School,Education & Childcare,Driving Schools,"9005 LESLIE STREET, Unit 210",Richmond Hill,(416) 888-4218,,,,,https://www.gtasearch.com/biz/axiom-driving-school-richmond-hill
Bayview Arts,Education & Childcare,,89 GRANTON DRIVE,Richmond Hill,(905) 771-3633,,,,,https://www.gtasearch.com/biz/bayview-arts-richmond-hill
Bayview Hill Child Care,Education & Childcare,Daycares,81 STRATHEARN AVENUE,Richmond Hill,(905) 508-7671,,,,,https://www.gtasearch.com/biz/bayview-hill-child-care-richmond-hill
Bayview Hill Elementary School,Education & Childcare,,81 STRATHEARN AVENUE,Richmond Hill,(905) 508-0806,,,,,https://www.gtasearch.com/biz/bayview-hill-elementary-school-richmond-hill
Bayview Secondary School,Education & Childcare,,10077 BAYVIEW AVENUE,Richmond Hill,(905) 884-4453,,,,,https://www.gtasearch.com/biz/bayview-secondary-school-richmond-hill
Beautex.com,Education & Childcare,,9955 YONGE STREET,Richmond Hill,(905) 737-5515,,,,,https://www.gtasearch.com/biz/beautex-com-richmond-hill
Beaver Creek Kids Club,Education & Childcare,,"155 E BEAVER CREEK ROAD, Unit 31",Richmond Hill,(647) 878-2289,,,,,https://www.gtasearch.com/biz/beaver-creek-kids-club-richmond-hill
Bernard Ymca Child Care,Education & Childcare,Daycares,245 BERNARD AVENUE,Richmond Hill,(905) 884-6604,,,,,https://www.gtasearch.com/biz/bernard-ymca-child-care-richmond-hill
Beverley Acres Public School,Education & Childcare,,283 NEAL DRIVE,Richmond Hill,(905) 884-5059,,,,,https://www.gtasearch.com/biz/beverley-acres-public-school-richmond-hill
Beynon Fields Public School,Education & Childcare,,258 SELWYN ROAD,Richmond Hill,(905) 508-7060,,,,,https://www.gtasearch.com/biz/beynon-fields-public-school-richmond-hill
Bico Studio,Education & Childcare,,"165 EAST BEAVER CREEK ROAD, Unit 35",Richmond Hill,(289) 234-1211,,,,,https://www.gtasearch.com/biz/bico-studio-richmond-hill
Bloomfield Junior Academy Montessori School,Education & Childcare,Daycares,"2 BLOOMFIELD TRAIL, Unit 1-2",Richmond Hill,(289) 234-7711,,,,,https://www.gtasearch.com/biz/bloomfield-junior-academy-montessori-school-richmond-hill
Bond Lake Public School,Education & Childcare,,245 OLD COLONY ROAD,Richmond Hill,(905) 313-8693,,,,,https://www.gtasearch.com/biz/bond-lake-public-school-richmond-hill
Brainiacs Tutoring & Learning Centre,Education & Childcare,Tutoring Centres,"9301 BATHURST STREET, Unit 9",Richmond Hill,(905) 237-7778,,,,,https://www.gtasearch.com/biz/brainiacs-tutoring-learning-centre-richmond-hill
Busy Bee Preschool,Education & Childcare,Daycares,18 ARNOLD CRESCENT,Richmond Hill,(905) 737-3700,,,,,https://www.gtasearch.com/biz/busy-bee-preschool-richmond-hill
C.b. Dance Academy,Education & Childcare,,"10077 YONGE STREET, Unit 5",Richmond Hill,(905) 884-8850,,,,,https://www.gtasearch.com/biz/c-b-dance-academy-richmond-hill
C.b. Dance Academy,Education & Childcare,,"70 NEWKIRK ROAD, Unit 8",Richmond Hill,(905) 884-4224,,,,,https://www.gtasearch.com/biz/c-b-dance-academy-richmond-hill-2
Canadian School Of Natural Nutrition,Education & Childcare,,"11685 YONGE STREET, Unit B108-B109",Richmond Hill,(905) 737-8729,,,,,https://www.gtasearch.com/biz/canadian-school-of-natural-nutrition-richmond-hill
Canadian School Of Natural Nutrition,Education & Childcare,,"10909 YONGE STREET, Unit 216",Richmond Hill,(905) 737-0284,,,,,https://www.gtasearch.com/biz/canadian-school-of-natural-nutrition-richmond-hill-2
Canadian Top Academy,Education & Childcare,,"10255 YONGE STREET, Unit 209",Richmond Hill,(647) 962-5997,,,,,https://www.gtasearch.com/biz/canadian-top-academy-richmond-hill
Captain Learning Centre,Education & Childcare,Tutoring Centres,"155 EAST BEAVER CREEK ROAD, Unit 32",Richmond Hill,(905) 731-3728,,,,,https://www.gtasearch.com/biz/captain-learning-centre-richmond-hill
Cast Popular Music Centre,Education & Childcare,Music Lessons,"9 EAST WILMOT STREET, Unit B",Richmond Hill,(647) 388-8270,,,,,https://www.gtasearch.com/biz/cast-popular-music-centre-richmond-hill
Cc Driving Academy,Education & Childcare,Driving Schools,"15 WERTHEIM COURT, Unit 701",Richmond Hill,(416) 666-2606,,,,,https://www.gtasearch.com/biz/cc-driving-academy-richmond-hill
Cefa Early Learning Centre,Education & Childcare,,"10830 BAYVIEW AVENUE, Unit 117-121",Richmond Hill,(905) 237-3808,,,,,https://www.gtasearch.com/biz/cefa-early-learning-centre-richmond-hill
Century Montessori Private School,Education & Childcare,Daycares,11181 YONGE STREET,Richmond Hill,(905) 737-1160,,,,,https://www.gtasearch.com/biz/century-montessori-private-school-richmond-hill
Charles Howitt Public School,Education & Childcare,,30 PEARSON AVENUE,Richmond Hill,(905) 889-2522,,,,,https://www.gtasearch.com/biz/charles-howitt-public-school-richmond-hill
Child Ventures Early Learning Academy,Education & Childcare,Daycares,"10775 LESLIE STREET, Unit 6",Richmond Hill,(905) 737-5505,,,,,https://www.gtasearch.com/biz/child-ventures-early-learning-academy-richmond-hill
Child's View Daycare Centre,Education & Childcare,Daycares,"6 SCOTT DRIVE, Unit 101",Richmond Hill,(905) 881-2713,,,,,https://www.gtasearch.com/biz/childs-view-daycare-centre-richmond-hill
Children's Academy At Sixteenth Avenue,Education & Childcare,Daycares,400 16TH AVENUE,Richmond Hill,(905) 884-8588,,,,,https://www.gtasearch.com/biz/childrens-academy-at-sixteenth-avenue-richmond-hill
Children's Montessori Academy,Education & Childcare,Daycares,201 KING ROAD,Richmond Hill,(905) 773-1234,,,,,https://www.gtasearch.com/biz/childrens-montessori-academy-richmond-hill
Christ The King Catholic Elementary School,Education & Childcare,,329 VALLEYMEDE DRIVE,Richmond Hill,(905) 771-6036,,,,,https://www.gtasearch.com/biz/christ-the-king-catholic-elementary-school-richmond-hill
Concord College Of Canada,Education & Childcare,,"1550 16TH AVENUE, Unit F2",Richmond Hill,(905) 237-6729,,,,,https://www.gtasearch.com/biz/concord-college-of-canada-richmond-hill
Contemporary Conservatory Of Music And Arts,Education & Childcare,Music Lessons,"9019 BAYVIEW AVENUE, Unit 202, 214",Richmond Hill,(905) 763-2264,,,,,https://www.gtasearch.com/biz/contemporary-conservatory-of-music-and-arts-richmond-hill
Corpus Christi Catholic Elementary School,Education & Childcare,,35 SQUIRE DRIVE,Richmond Hill,(905) 770-8713,,,,,https://www.gtasearch.com/biz/corpus-christi-catholic-elementary-school-richmond-hill
Cosmo Music Company,Education & Childcare,Music Lessons,10 VIA RENZO DRIVE,Richmond Hill,(905) 770-5222,,,,,https://www.gtasearch.com/biz/cosmo-music-company-richmond-hill
Crosby Heights Public School,Education & Childcare,,190 NEAL DRIVE,Richmond Hill,(905) 884-5281,,,,,https://www.gtasearch.com/biz/crosby-heights-public-school-richmond-hill
Dance Art Studio,Education & Childcare,,"10 EAST WILMOT STREET, Unit 22",Richmond Hill,(416) 878-4443,,,,,https://www.gtasearch.com/biz/dance-art-studio-richmond-hill
Academy For Mathematics & English,Education & Childcare,Tutoring Centres,"300 Rossland Road East, Unit 5",Ajax,(905) 427-2263,,,,,https://www.gtasearch.com/biz/academy-for-mathematics-english-ajax
Ajax Carruther's Creek Ymca Before And After School,Education & Childcare,Daycares,1 Greenhalf Drive,Ajax,(289) 200-2835,,,,,https://www.gtasearch.com/biz/ajax-carruthers-creek-ymca-before-and-after-school-ajax
Ajax Dr. Roberta Bondar Ymca Child Care,Education & Childcare,Daycares,25 Sullivan Drive,Ajax,(289) 624-2101,,,,,https://www.gtasearch.com/biz/ajax-dr-roberta-bondar-ymca-child-care-ajax
All Seasons Driving School,Education & Childcare,Driving Schools,"5 Harwood Avenue South, Unit 205",Ajax,(905) 428-1333,,,,,https://www.gtasearch.com/biz/all-seasons-driving-school-ajax
Archbishop Denis O'connor Catholic High School,Education & Childcare,,80 Mandrake Street,Ajax,(905) 427-6667,,,,,https://www.gtasearch.com/biz/archbishop-denis-oconnor-catholic-high-school-ajax
Best Brains Learning Centre,Education & Childcare,Tutoring Centres,"48 Salem Road South, Unit 7",Ajax,(647) 557-7139,,,,,https://www.gtasearch.com/biz/best-brains-learning-centre-ajax
Best Choice Driving School,Education & Childcare,Driving Schools,"1 Rossland Road West, Unit 203",Ajax,(905) 686-2224,,,,,https://www.gtasearch.com/biz/best-choice-driving-school-ajax
Blaisdale Montessori School,Education & Childcare,Daycares,20 Obrien Court,Ajax,(905) 426-5665,,,,,https://www.gtasearch.com/biz/blaisdale-montessori-school-ajax
Brackendale Montessori,Education & Childcare,Daycares,1485 Harwood Avenue North,Ajax,(905) 686-9997,,,,,https://www.gtasearch.com/biz/brackendale-montessori-ajax
Bridges Kinder Connection Childcare,Education & Childcare,Daycares,"603 Church Street North, Unit 1-3",Ajax,(905) 428-3850,,,,,https://www.gtasearch.com/biz/bridges-kinder-connection-childcare-ajax
Brother Andre Ymca Before And After School,Education & Childcare,Daycares,60 Seggar Avenue,Ajax,(289) 200-3217,,,,,https://www.gtasearch.com/biz/brother-andre-ymca-before-and-after-school-ajax
Code Ninjas,Education & Childcare,,"15 Harwood Avenue South, Unit 105-106",Ajax,(905) 426-7171,,,,,https://www.gtasearch.com/biz/code-ninjas-ajax
Creative Connexions,Education & Childcare,Music Lessons,"513 Westney Road South, Unit 1",Ajax,(647) 904-7432,,,,,https://www.gtasearch.com/biz/creative-connexions-ajax
Dance Inc. + Powerhouse Apparel,Education & Childcare,Music Lessons,"530 Westney Road South, Unit 8-13",Ajax,(905) 683-1269,,,,,https://www.gtasearch.com/biz/dance-inc-powerhouse-apparel-ajax
Dcdsb Continuing & Alternative Education,Education & Childcare,,"458 Fairall Street, Unit 7",Ajax,,,,,,https://www.gtasearch.com/biz/dcdsb-continuing-alternative-education-ajax
Edukids Child Learning Centres,Education & Childcare,Daycares,75 Bayly Street West,Ajax,(905) 427-1112,,,,,https://www.gtasearch.com/biz/edukids-child-learning-centres-ajax
Exceptional Learning Centre,Education & Childcare,Tutoring Centres,"520 Westney Road South, Unit 1-2",Ajax,(905) 686-4800,,,,,https://www.gtasearch.com/biz/exceptional-learning-centre-ajax
Greenvalley Academy,Education & Childcare,Tutoring Centres,"190 Harwood Avenue South, Unit 3",Ajax,(416) 858-5639,,,,,https://www.gtasearch.com/biz/greenvalley-academy-ajax
Inneractive Martial Arts,Education & Childcare,,"352 Bayly Street West, Unit 10",Ajax,(416) 858-0090,,,,,https://www.gtasearch.com/biz/inneractive-martial-arts-ajax
Kids Corner Learning Centre,Education & Childcare,Daycares,"161 Harwood Avenue North, Unit 2",Ajax,(905) 686-3750,,,,,https://www.gtasearch.com/biz/kids-corner-learning-centre-ajax
Kinder Tots,Education & Childcare,Daycares,204 Harwood Avenue South,Ajax,(905) 233-8800,,,,,https://www.gtasearch.com/biz/kinder-tots-ajax
Kinderbrook Montessori,Education & Childcare,Daycares,190 Station Street,Ajax,(905) 556-2763,,,,,https://www.gtasearch.com/biz/kinderbrook-montessori-ajax
Kinderbrook Montessori & Learning Centre,Education & Childcare,,"85 Kingston Road East, Unit 1-4",Ajax,(905) 556-2563,,,,,https://www.gtasearch.com/biz/kinderbrook-montessori-learning-centre-ajax
Kumon,Education & Childcare,,"1995 Salem Road North, Unit 3",Ajax,(905) 391-7485,,,,,https://www.gtasearch.com/biz/kumon-ajax
Legato Strings Orchestra,Education & Childcare,Music Lessons,42 Mccullock Crescent,Ajax,(647) 215-1095,,,,,https://www.gtasearch.com/biz/legato-strings-orchestra-ajax
Les Lucioles,Education & Childcare,Daycares,71 Ritchie Avenue,Ajax,(905) 427-7690,,,,,https://www.gtasearch.com/biz/les-lucioles-ajax
Michaëlle Jean Skd Bilingual Child Care Centre,Education & Childcare,Daycares,180 Williamson Drive East,Ajax,(905) 239-6753,,,,,https://www.gtasearch.com/biz/michaelle-jean-skd-bilingual-child-care-centre-ajax
Milestone Montessori,Education & Childcare,Daycares,"279 Kingston Road East, Unit 21",Ajax,(905) 426-4367,,,,,https://www.gtasearch.com/biz/milestone-montessori-ajax
Northern Karate School,Education & Childcare,,"338 Rossland Road East, Unit 4",Ajax,(905) 683-0777,,,,,https://www.gtasearch.com/biz/northern-karate-school-ajax
Notre Dame Catholic Secondary School,Education & Childcare,,1375 Harwood Avenue North,Ajax,(905) 686-4300,,,,,https://www.gtasearch.com/biz/notre-dame-catholic-secondary-school-ajax
Nottingham Ymca Child Care,Education & Childcare,Daycares,50 Seggar Avenue,Ajax,(905) 426-1616,,,,,https://www.gtasearch.com/biz/nottingham-ymca-child-care-ajax
Oxford Learning,Education & Childcare,,475 Westney Road North,Ajax,(905) 683-6660,,,,,https://www.gtasearch.com/biz/oxford-learning-ajax
Pickering Christian School,Education & Childcare,,162 Rossland Road East,Ajax,(905) 427-3120,,,,,https://www.gtasearch.com/biz/pickering-christian-school-ajax
Pinney Learning Centre,Education & Childcare,Tutoring Centres,"30 Hunt Street, Unit 202",Ajax,(833) 532-7611,,,,,https://www.gtasearch.com/biz/pinney-learning-centre-ajax
Progressive Life Centre,Education & Childcare,,"274 Mackenzie Avenue, Unit 350",Ajax,(647) 749-9222,,,,,https://www.gtasearch.com/biz/progressive-life-centre-ajax
Red Dragon Martial Arts Academy,Education & Childcare,,"55 Mills Road, Unit 10",Ajax,(416) 951-7362,,,,,https://www.gtasearch.com/biz/red-dragon-martial-arts-academy-ajax
Scholar's Education Centre,Education & Childcare,,"75 Williamson Drive West, Unit 6",Ajax,(289) 660-5006,,,,,https://www.gtasearch.com/biz/scholars-education-centre-ajax
Schoolhouse Playcare Centre Applecroft,Education & Childcare,Daycares,55 Coles Avenue,Ajax,(905) 427-8097,,,,,https://www.gtasearch.com/biz/schoolhouse-playcare-centre-applecroft-ajax
Smart Start Learning Centre & Childcare,Education & Childcare,Tutoring Centres,"201 Williamson Drive West, Unit 1-3, 7",Ajax,(905) 424-7762,,,,,https://www.gtasearch.com/biz/smart-start-learning-centre-childcare-ajax
Smart Start Learning Centre & Childcare,Education & Childcare,Tutoring Centres,"81 Middlecote Drive, Unit 10",Ajax,(905) 686-5000,,,,,https://www.gtasearch.com/biz/smart-start-learning-centre-childcare-ajax-2
